area_type,area,total_population,total_households,age_0_4_male,age_5_9_male,age_10_14_male,age_15_19_male,age_20_24_male,age_25_29_male,age_30_34_male,age_35_39_male,age_40_44_male,age_45_49_male,age_50_54_male,age_55_59_male,age_60_64_male,age_65_69_male,age_70_74_male,age_75_79_male,age_80_84_male,age_85_above_male,age_0_4_female,age_5_9_female,age_10_14_female,age_15_19_female,age_20_24_female,age_25_29_female,age_30_34_female,age_35_39_female,age_40_44_female,age_45_49_female,age_50_54_female,age_55_59_female,age_60_64_female,age_65_69_female,age_70_74_female,age_75_79_female,age_80_84_female,age_85_above_female,sex_male,sex_female,ethnicity_bumi,ethnicity_chinese,ethnicity_indian,ethnicity_other,religion_muslim,religion_christian,religion_buddhist,religion_hindu,religion_atheist,religion_other,dev_urban,dev_rural,marital_never_married,marital_married,marital_widowed,marital_divorced,agegroup_child,agegroup_working,agegroup_elderly
mukim,Mukim Jakar,10000,3000,70,75,80,85,90,95,100,95,90,85,80,75,70,65,60,55,50,45,75,80,85,90,95,100,105,90,85,80,75,70,65,60,55,50,45,40,50.36900369,49.63099631,60,20,10,10,60,20,10,5,3,2,30,70,20,70,6,4,25,60,15
mukim,Mukim Pasir Ganda,10000,3000,70,75,80,85,90,95,100,95,90,85,80,75,70,65,60,55,50,45,75,80,85,90,95,100,105,90,85,80,75,70,65,60,55,50,45,40,50.36900369,49.63099631,60,20,10,10,60,20,10,5,3,2,30,70,20,70,6,4,25,60,15
mukim,Mukim Batang Merbau,10000,3000,70,75,80,85,90,95,100,95,90,85,80,75,70,65,60,55,50,45,75,80,85,90,95,100,105,90,85,80,75,70,65,60,55,50,45,40,50.36900369,49.63099631,60,20,10,10,60,20,10,5,3,2,30,70,20,70,6,4,25,60,15
mukim,Mukim Ulu Kusial,10000,3000,70,75,80,85,90,95,100,95,90,85,80,75,70,65,60,55,50,45,75,80,85,90,95,100,105,90,85,80,75,70,65,60,55,50,45,40,50.36900369,49.63099631,60,20,10,10,60,20,10,5,3,2,30,70,20,70,6,4,25,60,15
mukim,Mukim Bukit Durian,10000,3000,70,75,80,85,90,95,100,95,90,85,80,75,70,65,60,55,50,45,75,80,85,90,95,100,105,90,85,80,75,70,65,60,55,50,45,40,50.36900369,49.63099631,60,20,10,10,60,20,10,5,3,2,30,70,20,70,6,4,25,60,15
mukim,Mukim Kenor,10000,3000,70,75,80,85,90,95,100,95,90,85,80,75,70,65,60,55,50,45,75,80,85,90,95,100,105,90,85,80,75,70,65,60,55,50,45,40,50.36900369,49.63099631,60,20,10,10,60,20,10,5,3,2,30,70,20,70,6,4,25,60,15
mukim,Mukim Rambai,10000,3000,70,75,80,85,90,95,100,95,90,85,80,75,70,65,60,55,50,45,75,80,85,90,95,100,105,90,85,80,75,70,65,60,55,50,45,40,50.36900369,49.63099631,60,20,10,10,60,20,10,5,3,2,30,70,20,70,6,4,25,60,15
mukim,Mukim Maka,10000,3000,70,75,80,85,90,95,100,95,90,85,80,75,70,65,60,55,50,45,75,80,85,90,95,100,105,90,85,80,75,70,65,60,55,50,45,40,50.36900369,49.63099631,60,20,10,10,60,20,10,5,3,2,30,70,20,70,6,4,25,60,15
mukim,Mukim Kuala Paku,10000,3000,70,75,80,85,90,95,100,95,90,85,80,75,70,65,60,55,50,45,75,80,85,90,95,100,105,90,85,80,75,70,65,60,55,50,45,40,50.36900369,49.63099631,60,20,10,10,60,20,10,5,3,2,30,70,20,70,6,4,25,60,15
mukim,Mukim Sokor,10000,3000,70,75,80,85,90,95,100,95,90,85,80,75,70,65,60,55,50,45,75,80,85,90,95,100,105,90,85,80,75,70,65,60,55,50,45,40,50.36900369,49.63099631,60,20,10,10,60,20,10,5,3,2,30,70,20,70,6,4,25,60,15
mukim,Mukim Kubang Bemban,10000,3000,70,75,80,85,90,95,100,95,90,85,80,75,70,65,60,55,50,45,75,80,85,90,95,100,105,90,85,80,75,70,65,60,55,50,45,40,50.36900369,49.63099631,60,20,10,10,60,20,10,5,3,2,30,70,20,70,6,4,25,60,15
mukim,Mukim Apam,10000,3000,70,75,80,85,90,95,100,95,90,85,80,75,70,65,60,55,50,45,75,80,85,90,95,100,105,90,85,80,75,70,65,60,55,50,45,40,50.36900369,49.63099631,60,20,10,10,60,20,10,5,3,2,30,70,20,70,6,4,25,60,15
mukim,Mukim Tendong,10000,3000,70,75,80,85,90,95,100,95,90,85,80,75,70,65,60,55,50,45,75,80,85,90,95,100,105,90,85,80,75,70,65,60,55,50,45,40,50.36900369,49.63099631,60,20,10,10,60,20,10,5,3,2,30,70,20,70,6,4,25,60,15
mukim,Mukim Jabo,10000,3000,70,75,80,85,90,95,100,95,90,85,80,75,70,65,60,55,50,45,75,80,85,90,95,100,105,90,85,80,75,70,65,60,55,50,45,40,50.36900369,49.63099631,60,20,10,10,60,20,10,5,3,2,30,70,20,70,6,4,25,60,15
mukim,Mukim Bukit Tuku,10000,3000,70,75,80,85,90,95,100,95,90,85,80,75,70,65,60,55,50,45,75,80,85,90,95,100,105,90,85,80,75,70,65,60,55,50,45,40,50.36900369,49.63099631,60,20,10,10,60,20,10,5,3,2,30,70,20,70,6,4,25,60,15
mukim,Mukim Tok Uban,10000,3000,70,75,80,85,90,95,100,95,90,85,80,75,70,65,60,55,50,45,75,80,85,90,95,100,105,90,85,80,75,70,65,60,55,50,45,40,50.36900369,49.63099631,60,20,10,10,60,20,10,5,3,2,30,70,20,70,6,4,25,60,15
mukim,Mukim Kandis,10000,3000,70,75,80,85,90,95,100,95,90,85,80,75,70,65,60,55,50,45,75,80,85,90,95,100,105,90,85,80,75,70,65,60,55,50,45,40,50.36900369,49.63099631,60,20,10,10,60,20,10,5,3,2,30,70,20,70,6,4,25,60,15
mukim,Mukim Changgai,10000,3000,70,75,80,85,90,95,100,95,90,85,80,75,70,65,60,55,50,45,75,80,85,90,95,100,105,90,85,80,75,70,65,60,55,50,45,40,50.36900369,49.63099631,60,20,10,10,60,20,10,5,3,2,30,70,20,70,6,4,25,60,15
mukim,Mukim Gong Nangka,10000,3000,70,75,80,85,90,95,100,95,90,85,80,75,70,65,60,55,50,45,75,80,85,90,95,100,105,90,85,80,75,70,65,60,55,50,45,40,50.36900369,49.63099631,60,20,10,10,60,20,10,5,3,2,30,70,20,70,6,4,25,60,15
mukim,Mukim Gajah,10000,3000,70,75,80,85,90,95,100,95,90,85,80,75,70,65,60,55,50,45,75,80,85,90,95,100,105,90,85,80,75,70,65,60,55,50,45,40,50.36900369,49.63099631,60,20,10,10,60,20,10,5,3,2,30,70,20,70,6,4,25,60,15
mukim,Mukim Padang Pak Amat,10000,3000,70,75,80,85,90,95,100,95,90,85,80,75,70,65,60,55,50,45,75,80,85,90,95,100,105,90,85,80,75,70,65,60,55,50,45,40,50.36900369,49.63099631,60,20,10,10,60,20,10,5,3,2,30,70,20,70,6,4,25,60,15
mukim,Mukim Gong Chengal,10000,3000,70,75,80,85,90,95,100,95,90,85,80,75,70,65,60,55,50,45,75,80,85,90,95,100,105,90,85,80,75,70,65,60,55,50,45,40,50.36900369,49.63099631,60,20,10,10,60,20,10,5,3,2,30,70,20,70,6,4,25,60,15
mukim,Mukim Raja,10000,3000,70,75,80,85,90,95,100,95,90,85,80,75,70,65,60,55,50,45,75,80,85,90,95,100,105,90,85,80,75,70,65,60,55,50,45,40,50.36900369,49.63099631,60,20,10,10,60,20,10,5,3,2,30,70,20,70,6,4,25,60,15
mukim,Mukim Kerilla,10000,3000,70,75,80,85,90,95,100,95,90,85,80,75,70,65,60,55,50,45,75,80,85,90,95,100,105,90,85,80,75,70,65,60,55,50,45,40,50.36900369,49.63099631,60,20,10,10,60,20,10,5,3,2,30,70,20,70,6,4,25,60,15
mukim,Mukim Gunong,10000,3000,70,75,80,85,90,95,100,95,90,85,80,75,70,65,60,55,50,45,75,80,85,90,95,100,105,90,85,80,75,70,65,60,55,50,45,40,50.36900369,49.63099631,60,20,10,10,60,20,10,5,3,2,30,70,20,70,6,4,25,60,15
mukim,Mukim Aur Duri,10000,3000,70,75,80,85,90,95,100,95,90,85,80,75,70,65,60,55,50,45,75,80,85,90,95,100,105,90,85,80,75,70,65,60,55,50,45,40,50.36900369,49.63099631,60,20,10,10,60,20,10,5,3,2,30,70,20,70,6,4,25,60,15
mukim,Mukim Paya,10000,3000,70,75,80,85,90,95,100,95,90,85,80,75,70,65,60,55,50,45,75,80,85,90,95,100,105,90,85,80,75,70,65,60,55,50,45,40,50.36900369,49.63099631,60,20,10,10,60,20,10,5,3,2,30,70,20,70,6,4,25,60,15
mukim,Mukim Lubok Setol,10000,3000,70,75,80,85,90,95,100,95,90,85,80,75,70,65,60,55,50,45,75,80,85,90,95,100,105,90,85,80,75,70,65,60,55,50,45,40,50.36900369,49.63099631,60,20,10,10,60,20,10,5,3,2,30,70,20,70,6,4,25,60,15
mukim,Mukim Temangan,10000,3000,70,75,80,85,90,95,100,95,90,85,80,75,70,65,60,55,50,45,75,80,85,90,95,100,105,90,85,80,75,70,65,60,55,50,45,40,50.36900369,49.63099631,60,20,10,10,60,20,10,5,3,2,30,70,20,70,6,4,25,60,15
mukim,Mukim Ulu Nenggiri,10000,3000,70,75,80,85,90,95,100,95,90,85,80,75,70,65,60,55,50,45,75,80,85,90,95,100,105,90,85,80,75,70,65,60,55,50,45,40,50.36900369,49.63099631,60,20,10,10,60,20,10,5,3,2,30,70,20,70,6,4,25,60,15
mukim,Mukim Balar,10000,3000,70,75,80,85,90,95,100,95,90,85,80,75,70,65,60,55,50,45,75,80,85,90,95,100,105,90,85,80,75,70,65,60,55,50,45,40,50.36900369,49.63099631,60,20,10,10,60,20,10,5,3,2,30,70,20,70,6,4,25,60,15
mukim,Mukim Sigar,10000,3000,70,75,80,85,90,95,100,95,90,85,80,75,70,65,60,55,50,45,75,80,85,90,95,100,105,90,85,80,75,70,65,60,55,50,45,40,50.36900369,49.63099631,60,20,10,10,60,20,10,5,3,2,30,70,20,70,6,4,25,60,15
mukim,Mukim Hendrop,10000,3000,70,75,80,85,90,95,100,95,90,85,80,75,70,65,60,55,50,45,75,80,85,90,95,100,105,90,85,80,75,70,65,60,55,50,45,40,50.36900369,49.63099631,60,20,10,10,60,20,10,5,3,2,30,70,20,70,6,4,25,60,15
mukim,Mukim Seterpa,10000,3000,70,75,80,85,90,95,100,95,90,85,80,75,70,65,60,55,50,45,75,80,85,90,95,100,105,90,85,80,75,70,65,60,55,50,45,40,50.36900369,49.63099631,60,20,10,10,60,20,10,5,3,2,30,70,20,70,6,4,25,60,15
mukim,Mukim Joh,10000,3000,70,75,80,85,90,95,100,95,90,85,80,75,70,65,60,55,50,45,75,80,85,90,95,100,105,90,85,80,75,70,65,60,55,50,45,40,50.36900369,49.63099631,60,20,10,10,60,20,10,5,3,2,30,70,20,70,6,4,25,60,15
mukim,Mukim Tengah,10000,3000,70,75,80,85,90,95,100,95,90,85,80,75,70,65,60,55,50,45,75,80,85,90,95,100,105,90,85,80,75,70,65,60,55,50,45,40,50.36900369,49.63099631,60,20,10,10,60,20,10,5,3,2,30,70,20,70,6,4,25,60,15
mukim,Mukim Pemanok,10000,3000,70,75,80,85,90,95,100,95,90,85,80,75,70,65,60,55,50,45,75,80,85,90,95,100,105,90,85,80,75,70,65,60,55,50,45,40,50.36900369,49.63099631,60,20,10,10,60,20,10,5,3,2,30,70,20,70,6,4,25,60,15
mukim,Mukim Pulau Pisang,10000,3000,70,75,80,85,90,95,100,95,90,85,80,75,70,65,60,55,50,45,75,80,85,90,95,100,105,90,85,80,75,70,65,60,55,50,45,40,50.36900369,49.63099631,60,20,10,10,60,20,10,5,3,2,30,70,20,70,6,4,25,60,15
mukim,Mukim Pulau Kundor,10000,3000,70,75,80,85,90,95,100,95,90,85,80,75,70,65,60,55,50,45,75,80,85,90,95,100,105,90,85,80,75,70,65,60,55,50,45,40,50.36900369,49.63099631,60,20,10,10,60,20,10,5,3,2,30,70,20,70,6,4,25,60,15
mukim,Mukim Pengkalan Chepa,10000,3000,70,75,80,85,90,95,100,95,90,85,80,75,70,65,60,55,50,45,75,80,85,90,95,100,105,90,85,80,75,70,65,60,55,50,45,40,50.36900369,49.63099631,60,20,10,10,60,20,10,5,3,2,30,70,20,70,6,4,25,60,15
mukim,Mukim Limau Hantu,10000,3000,70,75,80,85,90,95,100,95,90,85,80,75,70,65,60,55,50,45,75,80,85,90,95,100,105,90,85,80,75,70,65,60,55,50,45,40,50.36900369,49.63099631,60,20,10,10,60,20,10,5,3,2,30,70,20,70,6,4,25,60,15
mukim,Mukim Tebing Tinggi,10000,3000,70,75,80,85,90,95,100,95,90,85,80,75,70,65,60,55,50,45,75,80,85,90,95,100,105,90,85,80,75,70,65,60,55,50,45,40,50.36900369,49.63099631,60,20,10,10,60,20,10,5,3,2,30,70,20,70,6,4,25,60,15
mukim,Mukim Duson Rendah,10000,3000,70,75,80,85,90,95,100,95,90,85,80,75,70,65,60,55,50,45,75,80,85,90,95,100,105,90,85,80,75,70,65,60,55,50,45,40,50.36900369,49.63099631,60,20,10,10,60,20,10,5,3,2,30,70,20,70,6,4,25,60,15
mukim,Mukim Lundang Paku,10000,3000,70,75,80,85,90,95,100,95,90,85,80,75,70,65,60,55,50,45,75,80,85,90,95,100,105,90,85,80,75,70,65,60,55,50,45,40,50.36900369,49.63099631,60,20,10,10,60,20,10,5,3,2,30,70,20,70,6,4,25,60,15
mukim,Mukim Telipok,10000,3000,70,75,80,85,90,95,100,95,90,85,80,75,70,65,60,55,50,45,75,80,85,90,95,100,105,90,85,80,75,70,65,60,55,50,45,40,50.36900369,49.63099631,60,20,10,10,60,20,10,5,3,2,30,70,20,70,6,4,25,60,15
mukim,Mukim Paloh,10000,3000,70,75,80,85,90,95,100,95,90,85,80,75,70,65,60,55,50,45,75,80,85,90,95,100,105,90,85,80,75,70,65,60,55,50,45,40,50.36900369,49.63099631,60,20,10,10,60,20,10,5,3,2,30,70,20,70,6,4,25,60,15
mukim,Mukim Kutang,10000,3000,70,75,80,85,90,95,100,95,90,85,80,75,70,65,60,55,50,45,75,80,85,90,95,100,105,90,85,80,75,70,65,60,55,50,45,40,50.36900369,49.63099631,60,20,10,10,60,20,10,5,3,2,30,70,20,70,6,4,25,60,15
mukim,Mukim Pintu Gang,10000,3000,70,75,80,85,90,95,100,95,90,85,80,75,70,65,60,55,50,45,75,80,85,90,95,100,105,90,85,80,75,70,65,60,55,50,45,40,50.36900369,49.63099631,60,20,10,10,60,20,10,5,3,2,30,70,20,70,6,4,25,60,15
mukim,Mukim Pasir Pekan,10000,3000,70,75,80,85,90,95,100,95,90,85,80,75,70,65,60,55,50,45,75,80,85,90,95,100,105,90,85,80,75,70,65,60,55,50,45,40,50.36900369,49.63099631,60,20,10,10,60,20,10,5,3,2,30,70,20,70,6,4,25,60,15
mukim,Mukim Kampong Sireh,10000,3000,70,75,80,85,90,95,100,95,90,85,80,75,70,65,60,55,50,45,75,80,85,90,95,100,105,90,85,80,75,70,65,60,55,50,45,40,50.36900369,49.63099631,60,20,10,10,60,20,10,5,3,2,30,70,20,70,6,4,25,60,15
mukim,Mukim Che Latiff,10000,3000,70,75,80,85,90,95,100,95,90,85,80,75,70,65,60,55,50,45,75,80,85,90,95,100,105,90,85,80,75,70,65,60,55,50,45,40,50.36900369,49.63099631,60,20,10,10,60,20,10,5,3,2,30,70,20,70,6,4,25,60,15
mukim,Mukim Pulau Belanga,10000,3000,70,75,80,85,90,95,100,95,90,85,80,75,70,65,60,55,50,45,75,80,85,90,95,100,105,90,85,80,75,70,65,60,55,50,45,40,50.36900369,49.63099631,60,20,10,10,60,20,10,5,3,2,30,70,20,70,6,4,25,60,15
mukim,Mukim Hau,10000,3000,70,75,80,85,90,95,100,95,90,85,80,75,70,65,60,55,50,45,75,80,85,90,95,100,105,90,85,80,75,70,65,60,55,50,45,40,50.36900369,49.63099631,60,20,10,10,60,20,10,5,3,2,30,70,20,70,6,4,25,60,15
mukim,Mukim Bendang Nyior,10000,3000,70,75,80,85,90,95,100,95,90,85,80,75,70,65,60,55,50,45,75,80,85,90,95,100,105,90,85,80,75,70,65,60,55,50,45,40,50.36900369,49.63099631,60,20,10,10,60,20,10,5,3,2,30,70,20,70,6,4,25,60,15
mukim,Mukim Padang Kemunchut,10000,3000,70,75,80,85,90,95,100,95,90,85,80,75,70,65,60,55,50,45,75,80,85,90,95,100,105,90,85,80,75,70,65,60,55,50,45,40,50.36900369,49.63099631,60,20,10,10,60,20,10,5,3,2,30,70,20,70,6,4,25,60,15
mukim,Bandar Kota Bharu,10000,3000,70,75,80,85,90,95,100,95,90,85,80,75,70,65,60,55,50,45,75,80,85,90,95,100,105,90,85,80,75,70,65,60,55,50,45,40,50.36900369,49.63099631,60,20,10,10,60,20,10,5,3,2,30,70,20,70,6,4,25,60,15
mukim,Mukim Jeli,10000,3000,70,75,80,85,90,95,100,95,90,85,80,75,70,65,60,55,50,45,75,80,85,90,95,100,105,90,85,80,75,70,65,60,55,50,45,40,50.36900369,49.63099631,60,20,10,10,60,20,10,5,3,2,30,70,20,70,6,4,25,60,15
mukim,Mukim Tepus,10000,3000,70,75,80,85,90,95,100,95,90,85,80,75,70,65,60,55,50,45,75,80,85,90,95,100,105,90,85,80,75,70,65,60,55,50,45,40,50.36900369,49.63099631,60,20,10,10,60,20,10,5,3,2,30,70,20,70,6,4,25,60,15
mukim,Mukim Gual Nering,10000,3000,70,75,80,85,90,95,100,95,90,85,80,75,70,65,60,55,50,45,75,80,85,90,95,100,105,90,85,80,75,70,65,60,55,50,45,40,50.36900369,49.63099631,60,20,10,10,60,20,10,5,3,2,30,70,20,70,6,4,25,60,15
mukim,Mukim Padang Sakar,10000,3000,70,75,80,85,90,95,100,95,90,85,80,75,70,65,60,55,50,45,75,80,85,90,95,100,105,90,85,80,75,70,65,60,55,50,45,40,50.36900369,49.63099631,60,20,10,10,60,20,10,5,3,2,30,70,20,70,6,4,25,60,15
mukim,Mukim Padang Tengah,10000,3000,70,75,80,85,90,95,100,95,90,85,80,75,70,65,60,55,50,45,75,80,85,90,95,100,105,90,85,80,75,70,65,60,55,50,45,40,50.36900369,49.63099631,60,20,10,10,60,20,10,5,3,2,30,70,20,70,6,4,25,60,15
mukim,Mukim Tujoh,10000,3000,70,75,80,85,90,95,100,95,90,85,80,75,70,65,60,55,50,45,75,80,85,90,95,100,105,90,85,80,75,70,65,60,55,50,45,40,50.36900369,49.63099631,60,20,10,10,60,20,10,5,3,2,30,70,20,70,6,4,25,60,15
mukim,Mukim Lalang,10000,3000,70,75,80,85,90,95,100,95,90,85,80,75,70,65,60,55,50,45,75,80,85,90,95,100,105,90,85,80,75,70,65,60,55,50,45,40,50.36900369,49.63099631,60,20,10,10,60,20,10,5,3,2,30,70,20,70,6,4,25,60,15
mukim,Mukim Bukit Katil,10000,3000,70,75,80,85,90,95,100,95,90,85,80,75,70,65,60,55,50,45,75,80,85,90,95,100,105,90,85,80,75,70,65,60,55,50,45,40,50.36900369,49.63099631,60,20,10,10,60,20,10,5,3,2,30,70,20,70,6,4,25,60,15
mukim,Mukim Bukit Lintang,10000,3000,70,75,80,85,90,95,100,95,90,85,80,75,70,65,60,55,50,45,75,80,85,90,95,100,105,90,85,80,75,70,65,60,55,50,45,40,50.36900369,49.63099631,60,20,10,10,60,20,10,5,3,2,30,70,20,70,6,4,25,60,15
mukim,Mukim Klebang Kechil,10000,3000,70,75,80,85,90,95,100,95,90,85,80,75,70,65,60,55,50,45,75,80,85,90,95,100,105,90,85,80,75,70,65,60,55,50,45,40,50.36900369,49.63099631,60,20,10,10,60,20,10,5,3,2,30,70,20,70,6,4,25,60,15
mukim,Mukim Alai,10000,3000,70,75,80,85,90,95,100,95,90,85,80,75,70,65,60,55,50,45,75,80,85,90,95,100,105,90,85,80,75,70,65,60,55,50,45,40,50.36900369,49.63099631,60,20,10,10,60,20,10,5,3,2,30,70,20,70,6,4,25,60,15
mukim,Mukim Semabok,10000,3000,70,75,80,85,90,95,100,95,90,85,80,75,70,65,60,55,50,45,75,80,85,90,95,100,105,90,85,80,75,70,65,60,55,50,45,40,50.36900369,49.63099631,60,20,10,10,60,20,10,5,3,2,30,70,20,70,6,4,25,60,15
mukim,Mukim Telok Mas,10000,3000,70,75,80,85,90,95,100,95,90,85,80,75,70,65,60,55,50,45,75,80,85,90,95,100,105,90,85,80,75,70,65,60,55,50,45,40,50.36900369,49.63099631,60,20,10,10,60,20,10,5,3,2,30,70,20,70,6,4,25,60,15
mukim,Mukim Chohong,10000,3000,70,75,80,85,90,95,100,95,90,85,80,75,70,65,60,55,50,45,75,80,85,90,95,100,105,90,85,80,75,70,65,60,55,50,45,40,50.36900369,49.63099631,60,20,10,10,60,20,10,5,3,2,30,70,20,70,6,4,25,60,15
mukim,Mukim Semujok,10000,3000,70,75,80,85,90,95,100,95,90,85,80,75,70,65,60,55,50,45,75,80,85,90,95,100,105,90,85,80,75,70,65,60,55,50,45,40,50.36900369,49.63099631,60,20,10,10,60,20,10,5,3,2,30,70,20,70,6,4,25,60,15
mukim,Mukim Beringin,10000,3000,70,75,80,85,90,95,100,95,90,85,80,75,70,65,60,55,50,45,75,80,85,90,95,100,105,90,85,80,75,70,65,60,55,50,45,40,50.36900369,49.63099631,60,20,10,10,60,20,10,5,3,2,30,70,20,70,6,4,25,60,15
mukim,Mukim Padang Sebang,10000,3000,70,75,80,85,90,95,100,95,90,85,80,75,70,65,60,55,50,45,75,80,85,90,95,100,105,90,85,80,75,70,65,60,55,50,45,40,50.36900369,49.63099631,60,20,10,10,60,20,10,5,3,2,30,70,20,70,6,4,25,60,15
mukim,Mukim Pegoh,10000,3000,70,75,80,85,90,95,100,95,90,85,80,75,70,65,60,55,50,45,75,80,85,90,95,100,105,90,85,80,75,70,65,60,55,50,45,40,50.36900369,49.63099631,60,20,10,10,60,20,10,5,3,2,30,70,20,70,6,4,25,60,15
mukim,Mukim Sungei Baru Ilir,10000,3000,70,75,80,85,90,95,100,95,90,85,80,75,70,65,60,55,50,45,75,80,85,90,95,100,105,90,85,80,75,70,65,60,55,50,45,40,50.36900369,49.63099631,60,20,10,10,60,20,10,5,3,2,30,70,20,70,6,4,25,60,15
mukim,Mukim Sungei Baru Tengah,10000,3000,70,75,80,85,90,95,100,95,90,85,80,75,70,65,60,55,50,45,75,80,85,90,95,100,105,90,85,80,75,70,65,60,55,50,45,40,50.36900369,49.63099631,60,20,10,10,60,20,10,5,3,2,30,70,20,70,6,4,25,60,15
mukim,Mukim Sungei Petai,10000,3000,70,75,80,85,90,95,100,95,90,85,80,75,70,65,60,55,50,45,75,80,85,90,95,100,105,90,85,80,75,70,65,60,55,50,45,40,50.36900369,49.63099631,60,20,10,10,60,20,10,5,3,2,30,70,20,70,6,4,25,60,15
mukim,Mukim Sungei Siput,10000,3000,70,75,80,85,90,95,100,95,90,85,80,75,70,65,60,55,50,45,75,80,85,90,95,100,105,90,85,80,75,70,65,60,55,50,45,40,50.36900369,49.63099631,60,20,10,10,60,20,10,5,3,2,30,70,20,70,6,4,25,60,15
mukim,Mukim Tanjong Rimau,10000,3000,70,75,80,85,90,95,100,95,90,85,80,75,70,65,60,55,50,45,75,80,85,90,95,100,105,90,85,80,75,70,65,60,55,50,45,40,50.36900369,49.63099631,60,20,10,10,60,20,10,5,3,2,30,70,20,70,6,4,25,60,15
mukim,Mukim Rim,10000,3000,70,75,80,85,90,95,100,95,90,85,80,75,70,65,60,55,50,45,75,80,85,90,95,100,105,90,85,80,75,70,65,60,55,50,45,40,50.36900369,49.63099631,60,20,10,10,60,20,10,5,3,2,30,70,20,70,6,4,25,60,15
mukim,Mukim Sempang,10000,3000,70,75,80,85,90,95,100,95,90,85,80,75,70,65,60,55,50,45,75,80,85,90,95,100,105,90,85,80,75,70,65,60,55,50,45,40,50.36900369,49.63099631,60,20,10,10,60,20,10,5,3,2,30,70,20,70,6,4,25,60,15
mukim,Mukim Tedong,10000,3000,70,75,80,85,90,95,100,95,90,85,80,75,70,65,60,55,50,45,75,80,85,90,95,100,105,90,85,80,75,70,65,60,55,50,45,40,50.36900369,49.63099631,60,20,10,10,60,20,10,5,3,2,30,70,20,70,6,4,25,60,15
mukim,Mukim Ayer Paabas,10000,3000,70,75,80,85,90,95,100,95,90,85,80,75,70,65,60,55,50,45,75,80,85,90,95,100,105,90,85,80,75,70,65,60,55,50,45,40,50.36900369,49.63099631,60,20,10,10,60,20,10,5,3,2,30,70,20,70,6,4,25,60,15
mukim,Mukim Belimbing,10000,3000,70,75,80,85,90,95,100,95,90,85,80,75,70,65,60,55,50,45,75,80,85,90,95,100,105,90,85,80,75,70,65,60,55,50,45,40,50.36900369,49.63099631,60,20,10,10,60,20,10,5,3,2,30,70,20,70,6,4,25,60,15
mukim,Mukim Brisu,10000,3000,70,75,80,85,90,95,100,95,90,85,80,75,70,65,60,55,50,45,75,80,85,90,95,100,105,90,85,80,75,70,65,60,55,50,45,40,50.36900369,49.63099631,60,20,10,10,60,20,10,5,3,2,30,70,20,70,6,4,25,60,15
mukim,Mukim Gadek,10000,3000,70,75,80,85,90,95,100,95,90,85,80,75,70,65,60,55,50,45,75,80,85,90,95,100,105,90,85,80,75,70,65,60,55,50,45,40,50.36900369,49.63099631,60,20,10,10,60,20,10,5,3,2,30,70,20,70,6,4,25,60,15
mukim,Mukim Kelemak,10000,3000,70,75,80,85,90,95,100,95,90,85,80,75,70,65,60,55,50,45,75,80,85,90,95,100,105,90,85,80,75,70,65,60,55,50,45,40,50.36900369,49.63099631,60,20,10,10,60,20,10,5,3,2,30,70,20,70,6,4,25,60,15
mukim,Mukim Kuala Linggi,10000,3000,70,75,80,85,90,95,100,95,90,85,80,75,70,65,60,55,50,45,75,80,85,90,95,100,105,90,85,80,75,70,65,60,55,50,45,40,50.36900369,49.63099631,60,20,10,10,60,20,10,5,3,2,30,70,20,70,6,4,25,60,15
mukim,Mukim Lendu,10000,3000,70,75,80,85,90,95,100,95,90,85,80,75,70,65,60,55,50,45,75,80,85,90,95,100,105,90,85,80,75,70,65,60,55,50,45,40,50.36900369,49.63099631,60,20,10,10,60,20,10,5,3,2,30,70,20,70,6,4,25,60,15
mukim,Mukim Machap,10000,3000,70,75,80,85,90,95,100,95,90,85,80,75,70,65,60,55,50,45,75,80,85,90,95,100,105,90,85,80,75,70,65,60,55,50,45,40,50.36900369,49.63099631,60,20,10,10,60,20,10,5,3,2,30,70,20,70,6,4,25,60,15
mukim,Mukim Malaka Pindah,10000,3000,70,75,80,85,90,95,100,95,90,85,80,75,70,65,60,55,50,45,75,80,85,90,95,100,105,90,85,80,75,70,65,60,55,50,45,40,50.36900369,49.63099631,60,20,10,10,60,20,10,5,3,2,30,70,20,70,6,4,25,60,15
mukim,Mukim Melekek,10000,3000,70,75,80,85,90,95,100,95,90,85,80,75,70,65,60,55,50,45,75,80,85,90,95,100,105,90,85,80,75,70,65,60,55,50,45,40,50.36900369,49.63099631,60,20,10,10,60,20,10,5,3,2,30,70,20,70,6,4,25,60,15
mukim,Mukim Parit Melana,10000,3000,70,75,80,85,90,95,100,95,90,85,80,75,70,65,60,55,50,45,75,80,85,90,95,100,105,90,85,80,75,70,65,60,55,50,45,40,50.36900369,49.63099631,60,20,10,10,60,20,10,5,3,2,30,70,20,70,6,4,25,60,15
mukim,Mukim Ramuan China Besar,10000,3000,70,75,80,85,90,95,100,95,90,85,80,75,70,65,60,55,50,45,75,80,85,90,95,100,105,90,85,80,75,70,65,60,55,50,45,40,50.36900369,49.63099631,60,20,10,10,60,20,10,5,3,2,30,70,20,70,6,4,25,60,15
